scientificName,latitude,longitude,eventDate,date_year,month,day,individualCount,basisOfRecord,datasetName,vernacularName,bathymetry,sst,species_common,species_scientific
Balaenoptera physalus,57.901159,-152.713497,2020-08-08T11:00:55,2020,8,8,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,71,6.65,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.86574,-152.736996,2011-10-13T13:58,2011,10,13,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,38,6.65,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,54.444167,-151.658667,2015-08-14T21:03:31,2015,8,14,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Fin whale,4018,6.87,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,56.6043,-155.3337,2003-06-28T12:54:11,2003,6,28,11,HumanObservation,NMML Gulf of Alaska marine mammal survey 2003,Fin whale,73,6.55,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.797909,-153.510962,2015-09-04T17:19:46,2015,9,4,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,134,6.92,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,59.0147,-147.9597,2003-07-11T19:51:13,2003,7,11,3,HumanObservation,NMML Gulf of Alaska marine mammal survey 2003,Fin whale,238,8.16,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,59.327388,-148.781635,2013-07-14T06:58:53,2013,7,14,1,HumanObservation,GOALS Vessel Surveys June - July 2013,Fin whale,128,8.0,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.9026,-152.7426,2011-08-17T10:20,2011,8,17,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,126,6.65,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,53.939833,-153.004833,2015-08-13T11:00:55,2015,8,13,2,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Fin whale,4408,6.83,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,58.996512,-148.316807,2013-07-14T10:07:49,2013,7,14,1,HumanObservation,GOALS Vessel Surveys June - July 2013,Fin whale,239,8.11,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,58.3069,-152.9257,2005-07-23T08:12,2005,7,23,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,79,6.9,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.2165,-136.723333,2015-09-16T14:03:41,2015,9,16,2,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Fin whale,2059,9.03,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,56.735,-152.548333,2015-08-16T20:37:58,2015,8,16,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Fin whale,156,7.08,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.5,-141.5,2007-02-15T00:00:00,2007,2,15,1,HumanObservation,TOPP Summary of SSM-derived Telemetry,Fin whale,3573,8.33,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,55.114,-168.9228,2002-07-02T21:19:17,2002,7,2,2,HumanObservation,NMML 2002-2010 Bering Sea Shelf Cetacean Survey,Fin whale,2068,5.48,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.87487,-152.737924,2017-10-11T11:50:28,2017,10,11,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,54,6.65,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.9183,-152.6749,2013-08-22T13:06,2013,8,22,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,101,6.68,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,57.776696,-153.45552,2016-11-16T15:37:43,2016,11,16,1,HumanObservation,Happywhale - Fin whale in North Pacific Ocean,Fin whale,82,6.92,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,54.664333,-132.9855,2004-08-25T19:31:00,2004,8,25,2,HumanObservation,Lamont-Doherty/LGL/NSF cruises,Fin whale,246,8.9,Fin Whale,Balaenoptera physalus
Balaenoptera physalus,55.7075,-165.7892,2002-06-16T19:17:04,2002,6,16,2,HumanObservation,NMML 2002-2010 Bering Sea Shelf Cetacean Survey,Fin whale,112,5.32,Fin Whale,Balaenoptera physalus
