scientificName,latitude,longitude,eventDate,date_year,month,day,individualCount,basisOfRecord,datasetName,vernacularName,bathymetry,sst,species_common,species_scientific
Physeter macrocephalus,57.1985,-136.325333,2003-05-27,2003,5,27,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,776,8.88,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,53.509833,-151.66,2015-08-13T17:08:22,2015,8,13,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,4778,6.88,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,56.08065,-135.452583,2014-06-24T18:38:41,2014,6,24,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,414,9.02,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,56.6372,-168.892,2002-06-23T21:09:38,2002,6,23,2,HumanObservation,NMML 2002-2010 Bering Sea Shelf Cetacean Survey,Sperm whale,101,4.58,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.1735,-147.247333,2005-06-25T18:36:51,2005,6,25,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,908,8.25,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,56.079533,-135.490133,2014-06-24T13:38:13,2014,6,24,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,434,9.02,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,54.519,-154.463,2015-08-12T20:16:50,2015,8,12,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,4804,6.85,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.016818,-147.590363,2013-07-12T22:36:43,2013,7,12,2,HumanObservation,GOALS Vessel Surveys June - July 2013,Sperm whale,881,8.19,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,54.1817,-160.3456,2011-07-12,2011,7,12,,HumanObservation,EC-CWS Eastern Canada Seabirds at Sea,Sperm Whale,1594,6.7,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.0,-145.0,2004-07-13T07:49:42,2004,7,13,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,4046,8.28,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,58.896842,-147.385253,2013-07-12T21:33:28,2013,7,12,1,HumanObservation,GOALS Vessel Surveys June - July 2013,Sperm whale,1787,8.19,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,58.794667,-144.607,2004-09-17T21:27:36,2004,9,17,1,HumanObservation,Lamont-Doherty/LGL/NSF cruises,Sperm whale,3724,8.22,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,56.61665,-135.92925,2009-06-15T09:17:21,2009,6,15,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,802,9.02,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.52695,-136.616033,2011-06-01T13:38:11,2011,6,1,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,574,8.9,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.802448,-137.402072,2010-08-15T11:40:09,2010,8,15,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,1136,8.97,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,58.6834,-140.64259,2006-07-29T11:57:41,2006,7,29,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,260,8.81,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,53.488,-151.603333,2015-08-13T17:22:16,2015,8,13,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,4744,6.88,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.136483,-141.659233,2009-07-21T11:00:51,2009,7,21,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,456,8.74,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.0,-145.0,2006-06-01,2006,6,1,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,4046,8.28,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,58.16343,-148.69923,2006-08-15T15:04:55,2006,8,15,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,771,7.83,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,55.1675,-153.5595,2015-08-14T10:48:36,2015,8,14,1,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,5351,7.06,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,52.9855,-145.3632,2007-07-06,2007,7,6,,HumanObservation,EC-CWS Eastern Canada Seabirds at Sea,Sperm Whale,4143,7.55,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.261583,-136.448583,2005-05-25T14:18:04,2005,5,25,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,1200,8.95,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.25,-146.851667,2009-08-02T09:32:07,2009,8,2,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,281,8.28,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,53.968,-152.136667,2015-08-13T21:07:45,2015,8,13,2,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648",Sperm whale,4613,6.87,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.817,-137.240833,2004-10-16T16:33:48,2004,10,16,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,211,8.96,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,58.928667,-144.395167,2004-09-17T15:34:39,2004,9,17,1,HumanObservation,Lamont-Doherty/LGL/NSF cruises,Sperm whale,3734,8.3,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.3168,-147.046,2003-07-12T15:17:01,2003,7,12,2,HumanObservation,NMML Gulf of Alaska marine mammal survey 2003,Sperm whale,191,8.26,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,56.60883,-135.85146,2009-06-14T15:03:15,2009,6,14,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,403,9.0,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.1985,-136.325333,2003-05-27,2003,5,27,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,776,8.88,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,57.861498,-136.904917,2013-05-31T11:05:44,2013,5,31,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,308,8.82,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.519367,-144.7221,2007-08-04T13:41:54,2007,8,4,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,191,8.41,Sperm Whale,Physeter macrocephalus
Physeter macrocephalus,59.0,-145.0,2004-08-18T15:16:21,2004,8,18,1,HumanObservation,Happywhale - Sperm whale in North Pacific Ocean,Sperm whale,4046,8.28,Sperm Whale,Physeter macrocephalus
